Transaction_ID,Production_ID,QR_Code_URL,Traceability_Level,Verification_Time,Blockchain_Hash,Node_Confirmed
TX-00046,P00046,https://agrismart.vn/trace/P00046,Full - Seed to Table,2025-09-07 13:00:00,0x1a7e95c609a29be52c063db4ff4f7c1b024fb2cc,23
TX-00047,P00047,https://agrismart.vn/trace/P00047,Full - Seed to Table,2025-03-12 16:00:00,0xf73d989d4db63ae0049ef33dc7e8b4db60aacd7d,12
TX-00048,P00048,https://agrismart.vn/trace/P00048,Standard - Farm to Market,2025-06-24 14:00:00,0xd9e7309c7f34c2b8a33360e50c09449761b90ca5,16
TX-00050,P00050,https://agrismart.vn/trace/P00050,Standard - Farm to Market,2025-02-02 11:00:00,0xabb55e0cac1fe8969289b7edd08dabe471e45143,20
TX-00054,P00054,https://agrismart.vn/trace/P00054,Full - Seed to Table,2025-05-16 09:00:00,0xf85b4c430e1c391c516a457b7ba4df5717f32216,24
TX-00055,P00055,https://agrismart.vn/trace/P00055,Full - Seed to Table,2025-02-10 16:00:00,0x4712beeb8f14d6d88e082b392168a7c0047777a0,13
TX-00056,P00056,https://agrismart.vn/trace/P00056,Standard - Farm to Market,2025-05-03 10:00:00,0x19f8b93e56e6d8ffd12b725d60fcd3834bb9012b,19
TX-00057,P00057,https://agrismart.vn/trace/P00057,Standard - Farm to Market,2025-07-18 11:00:00,0x1f2c8c3593ba21f5827e6f77bda9e217111b8770,17
TX-00058,P00058,https://agrismart.vn/trace/P00058,Standard - Farm to Market,2025-04-27 13:00:00,0x61bc80db2d02efad73ff8e4e1a2ec21c3e721a0f,23
TX-00059,P00059,https://agrismart.vn/trace/P00059,Full - Seed to Table,2025-11-13 10:00:00,0x7549d446240bfe87cc7ee5d3b8437df5e4afaa3b,15
TX-00060,P00060,https://agrismart.vn/trace/P00060,Standard - Farm to Market,2025-08-21 08:00:00,0xa9b1d7f3fc5ea3952caa732c1c65834f2550073a,14
TX-00061,P00061,https://agrismart.vn/trace/P00061,Full - Seed to Table,2025-02-17 09:00:00,0x508e4c2b38765ea06dd5d03d2e704c90a17a9f31,21
TX-00062,P00062,https://agrismart.vn/trace/P00062,Full - Seed to Table,2025-03-08 14:00:00,0xef2e4e4b77d6fccf6ff2308dc28ea8646102f4a1,12
TX-00063,P00063,https://agrismart.vn/trace/P00063,Full - Seed to Table,2025-01-01 08:00:00,0x462bb899ef134fd05b57fe4e7d6938a7fd0f2a4c,15
TX-00065,P00065,https://agrismart.vn/trace/P00065,Full - Seed to Table,2025-07-10 11:00:00,0xcf33770f5fa92a7f0a85b54d45c68b175580440e,13
TX-00066,P00066,https://agrismart.vn/trace/P00066,Full - Seed to Table,2025-06-22 10:00:00,0x50837201826a1c774cad027cfad19f5f33ed7c31,16
TX-00068,P00068,https://agrismart.vn/trace/P00068,Full - Seed to Table,2025-10-14 15:00:00,0x0517d3289710fb2b8f135b3cf137f3142ac1309b,17
TX-00069,P00069,https://agrismart.vn/trace/P00069,Full - Seed to Table,2025-08-28 16:00:00,0x7123ae0123c6543e0556a74e89990662e324fedb,18
TX-00070,P00070,https://agrismart.vn/trace/P00070,Standard - Farm to Market,2025-11-11 12:00:00,0x49a86ef6128620a2c521d58aae734bbbfa144fa8,23
TX-00072,P00072,https://agrismart.vn/trace/P00072,Full - Seed to Table,2025-04-02 09:00:00,0x09667be139b5829ad72df576fe65481d83d7d3e2,15
TX-00073,P00073,https://agrismart.vn/trace/P00073,Full - Seed to Table,2025-07-28 12:00:00,0x6f5ce4a57eafd8a48d1efa91a489d2da5736f6fa,22
TX-00074,P00074,https://agrismart.vn/trace/P00074,Standard - Farm to Market,2025-03-16 08:00:00,0xb4459faaecc0d4156113ec77be06bf30005d4177,15
TX-00076,P00076,https://agrismart.vn/trace/P00076,Full - Seed to Table,2025-03-24 13:00:00,0x364ca8c2d4d46abf865b6769713ad4dfe92179dd,12
TX-00077,P00077,https://agrismart.vn/trace/P00077,Full - Seed to Table,2025-06-16 09:00:00,0x592f069236e1159464ee4bfc77edf96037dbf5d1,14
TX-00079,P00079,https://agrismart.vn/trace/P00079,Standard - Farm to Market,2025-07-25 08:00:00,0xa44b9abd222e109134e9af8c9bdbbeabeeb6fd1e,16
TX-00080,P00080,https://agrismart.vn/trace/P00080,Full - Seed to Table,2025-10-15 11:00:00,0xa4abe4383ea393b13831bcbb5910030563f21423,12
TX-00082,P00082,https://agrismart.vn/trace/P00082,Full - Seed to Table,2025-10-13 11:00:00,0xb6cf493fb9b0719c3764d45776e2778650e9fda6,20
TX-00084,P00084,https://agrismart.vn/trace/P00084,Full - Seed to Table,2025-04-21 14:00:00,0x4ca771515275da0d38bfce9c608c8928f3ac536a,17
TX-00085,P00085,https://agrismart.vn/trace/P00085,Full - Seed to Table,2025-01-06 10:00:00,0x7cf90f128f64ecb04d95ece7da75fcf9febef7cf,24
TX-00086,P00086,https://agrismart.vn/trace/P00086,Standard - Farm to Market,2025-05-16 10:00:00,0xc106292b037b7f8e867cb00a7425913709e6416a,16
TX-00087,P00087,https://agrismart.vn/trace/P00087,Full - Seed to Table,2025-05-07 15:00:00,0xbff6b22aff9403258b048ca9a9d227138ef16384,23
TX-00088,P00088,https://agrismart.vn/trace/P00088,Full - Seed to Table,2025-06-04 10:00:00,0x11fcb7ad38424a1176cde9d40ce9ffd646161db5,20
TX-00089,P00089,https://agrismart.vn/trace/P00089,Full - Seed to Table,2025-02-13 12:00:00,0x3069283f68079817a78805793858fefaedf0098f,19
TX-00091,P00091,https://agrismart.vn/trace/P00091,Full - Seed to Table,2025-06-10 09:00:00,0x3946bbed4755c14a06546945f5c8588141e5277b,22
TX-00092,P00092,https://agrismart.vn/trace/P00092,Full - Seed to Table,2025-01-22 08:00:00,0x280c1db50943f0ef6c6a11a0e2f1fb4f1e64d6b1,15
TX-00093,P00093,https://agrismart.vn/trace/P00093,Standard - Farm to Market,2025-04-15 16:00:00,0xb63fae697b9b93206f44194eb01844b456b69a77,12
TX-00094,P00094,https://agrismart.vn/trace/P00094,Standard - Farm to Market,2025-09-28 08:00:00,0xccf137acd3d636539e95e4ef9921537e86f050c9,16
TX-00095,P00095,https://agrismart.vn/trace/P00095,Full - Seed to Table,2025-03-25 15:00:00,0x53288b9ebc3cdc763de137cc9a65318b0d735738,14
TX-00096,P00096,https://agrismart.vn/trace/P00096,Standard - Farm to Market,2025-01-12 14:00:00,0x9e423dd439a5ce7fce8c3e370a97f0e282b62b7b,17
TX-00097,P00097,https://agrismart.vn/trace/P00097,Standard - Farm to Market,2025-06-07 09:00:00,0xf80946feac504e3a10541eff77dee6dfe2e33894,12
TX-00098,P00098,https://agrismart.vn/trace/P00098,Full - Seed to Table,2025-02-02 10:00:00,0x1fc6c9acc8cc74117a063c02767472a43bd26165,13
TX-00099,P00099,https://agrismart.vn/trace/P00099,Standard - Farm to Market,2025-01-17 15:00:00,0x6443d50b6d0410f716f3270053fb17b959bb3317,15
TX-00100,P00100,https://agrismart.vn/trace/P00100,Standard - Farm to Market,2025-10-26 15:00:00,0xe1aee50d8da6eded8047cb867eed2eb9d09244eb,16
TX-00102,P00102,https://agrismart.vn/trace/P00102,Standard - Farm to Market,2025-02-07 13:00:00,0x0d68dc7ba992b69b5dd7392a3e32f0ba4b1256c6,19
TX-00103,P00103,https://agrismart.vn/trace/P00103,Standard - Farm to Market,2025-12-19 16:00:00,0x32c488314585132ef6d6223c79befa44e041a27c,17
TX-00105,P00105,https://agrismart.vn/trace/P00105,Full - Seed to Table,2025-05-06 12:00:00,0xb4bd406da88d07e08ffcac6dea3b34c41ad8030d,13
TX-00106,P00106,https://agrismart.vn/trace/P00106,Standard - Farm to Market,2025-03-25 14:00:00,0x424cd6d723f8ded598031426915e25816378107b,16
TX-00108,P00108,https://agrismart.vn/trace/P00108,Standard - Farm to Market,2025-11-10 08:00:00,0xeb1ea6f112773b1c6903bd739529d01f0e44c42e,16
TX-00109,P00109,https://agrismart.vn/trace/P00109,Full - Seed to Table,2025-11-26 16:00:00,0x132322dc3d77cf2f3f770819eb2d0633052a4ddf,20
TX-00110,P00110,https://agrismart.vn/trace/P00110,Standard - Farm to Market,2025-08-15 13:00:00,0x6b56ceef13ae27f8e68f5448c588e21b431074e6,13
TX-00111,P00111,https://agrismart.vn/trace/P00111,Standard - Farm to Market,2025-07-06 10:00:00,0xc6a6d15bc5ac21487c24b11f164892df62db3168,20
TX-00112,P00112,https://agrismart.vn/trace/P00112,Standard - Farm to Market,2025-01-05 08:00:00,0xa4094393496be4c030e6ff3a044cc41681cee694,12
TX-00113,P00113,https://agrismart.vn/trace/P00113,Full - Seed to Table,2025-04-18 08:00:00,0xfa5a018302969fd300ba713c0af2c9405a719935,14
TX-00114,P00114,https://agrismart.vn/trace/P00114,Standard - Farm to Market,2025-08-20 08:00:00,0xd46acfe5581a62f1e01e0c38183e4d2b00fd7727,12
TX-00115,P00115,https://agrismart.vn/trace/P00115,Standard - Farm to Market,2025-05-22 14:00:00,0x3ab5b75d6432f6b6b32bbc90c8bbd262b626a9a5,21
TX-00116,P00116,https://agrismart.vn/trace/P00116,Standard - Farm to Market,2025-09-28 09:00:00,0xb1c659b695e63083b008d408c59a0c622427790a,15
TX-00119,P00119,https://agrismart.vn/trace/P00119,Full - Seed to Table,2025-02-21 08:00:00,0x279c93511758a2a0ce8b8d97b3c1298a3489185b,12
TX-00123,P00123,https://agrismart.vn/trace/P00123,Standard - Farm to Market,2025-01-24 08:00:00,0x2a76afb29d573130d47f67821754d627347b571b,22
TX-00125,P00125,https://agrismart.vn/trace/P00125,Standard - Farm to Market,2025-12-25 13:00:00,0x968d3f20cd52518c9cdb501fb668c5c497a7b3ba,20
TX-00126,P00126,https://agrismart.vn/trace/P00126,Full - Seed to Table,2025-09-11 11:00:00,0xe827eda6f9c611d06dd509da3f487cb493db400b,18
TX-00127,P00127,https://agrismart.vn/trace/P00127,Full - Seed to Table,2025-11-18 12:00:00,0xdc8144b4991b15df9090c3d17e1e73bd6ccd91e8,16
TX-00128,P00128,https://agrismart.vn/trace/P00128,Standard - Farm to Market,2025-09-16 13:00:00,0x072bdefc65f624158167ca6d9babccd99f4d8dff,14
TX-00129,P00129,https://agrismart.vn/trace/P00129,Full - Seed to Table,2025-03-07 13:00:00,0x751162c95a06346c3df40becba7ab09a13308a19,17
TX-00130,P00130,https://agrismart.vn/trace/P00130,Full - Seed to Table,2025-06-08 10:00:00,0xf57a7583a3e0bbe36cf4f5513264b7060e1caa42,18
TX-00131,P00131,https://agrismart.vn/trace/P00131,Standard - Farm to Market,2025-02-01 16:00:00,0x662dc6b347145feb93b8ba2fef2eb73a3c256fe2,15
TX-00132,P00132,https://agrismart.vn/trace/P00132,Full - Seed to Table,2025-02-19 11:00:00,0xfce88a898023e16c49f802fb6967796a8f00cc11,22
TX-00135,P00135,https://agrismart.vn/trace/P00135,Standard - Farm to Market,2025-01-25 14:00:00,0x01856a5b1e7f73c24c001dee02c63866e7e7caca,20
TX-00136,P00136,https://agrismart.vn/trace/P00136,Full - Seed to Table,2025-01-23 13:00:00,0x986fe2a8261fac3b6a6a026183ba9f972da2c294,12
TX-00137,P00137,https://agrismart.vn/trace/P00137,Full - Seed to Table,2025-05-06 13:00:00,0xc8543cb02b50f905a83a8460c056463d9315cf43,15
TX-00138,P00138,https://agrismart.vn/trace/P00138,Full - Seed to Table,2025-11-14 12:00:00,0x07c14d3b9235c8a8c2621335244e55bd910fbc90,20
TX-00139,P00139,https://agrismart.vn/trace/P00139,Full - Seed to Table,2025-04-28 15:00:00,0x601282772e1bcc4a11f5add68ecb8ff56d177672,20
TX-00140,P00140,https://agrismart.vn/trace/P00140,Standard - Farm to Market,2025-11-28 16:00:00,0x2b6890fb20d1d70672d74c7946a0eb6d4e024b06,24
TX-00141,P00141,https://agrismart.vn/trace/P00141,Standard - Farm to Market,2025-10-07 14:00:00,0x3756d756742d122380b2f5b8f42c3b4c8e88bfb1,17
TX-00142,P00142,https://agrismart.vn/trace/P00142,Full - Seed to Table,2025-09-11 14:00:00,0x6326ebfe7071d2f792d419dac75be9329e730017,16
TX-00143,P00143,https://agrismart.vn/trace/P00143,Standard - Farm to Market,2025-12-03 16:00:00,0x6625309ac22b74667a95cf942e779eca76af4948,12
TX-00144,P00144,https://agrismart.vn/trace/P00144,Full - Seed to Table,2025-09-11 16:00:00,0xf9257ad4e5b2558b701828e8a8bc98fa53bdc903,21
TX-00145,P00145,https://agrismart.vn/trace/P00145,Standard - Farm to Market,2025-07-23 14:00:00,0x95c925ad5342ecaaa3e8cab26b0fa50a4b3ba928,20
TX-00146,P00146,https://agrismart.vn/trace/P00146,Standard - Farm to Market,2025-01-17 12:00:00,0x17d48e70c57d3bc277b8778ae71cd62692b3398b,17
TX-00147,P00147,https://agrismart.vn/trace/P00147,Full - Seed to Table,2025-03-26 15:00:00,0xd48724a90604c1efba5318f1a59e5e97e1cec491,12
TX-00148,P00148,https://agrismart.vn/trace/P00148,Standard - Farm to Market,2025-09-01 16:00:00,0x4a7d04f173eaf98d06536714da99a78cb9e5a410,23
TX-00149,P00149,https://agrismart.vn/trace/P00149,Full - Seed to Table,2025-07-23 14:00:00,0xc89d3098250166b54b694af3e8fbb1f9fe9860ad,14
TX-00150,P00150,https://agrismart.vn/trace/P00150,Full - Seed to Table,2025-01-12 09:00:00,0x4bbf03d212f507a89724cb50839f955fc6e9457e,20
TX-00151,P00151,https://agrismart.vn/trace/P00151,Full - Seed to Table,2025-02-02 13:00:00,0xd1904ef133afb6571f32491fddcbc0169d23b3c2,18
TX-00152,P00152,https://agrismart.vn/trace/P00152,Full - Seed to Table,2025-01-04 15:00:00,0x98d55bca1c8acc26aad84b7f9b6121414a9dfad5,24
TX-00153,P00153,https://agrismart.vn/trace/P00153,Standard - Farm to Market,2025-10-19 09:00:00,0xa3424c5801119e8a3212b4a1e53c9eb33e058e1d,23
TX-00154,P00154,https://agrismart.vn/trace/P00154,Full - Seed to Table,2025-08-26 16:00:00,0xff91737499a73899d930d48f4d57057f7d8211ab,13
TX-00156,P00156,https://agrismart.vn/trace/P00156,Full - Seed to Table,2025-01-04 08:00:00,0xde2559c044b3c3090e24eefbbf8e4ee6e7b00443,20
TX-00157,P00157,https://agrismart.vn/trace/P00157,Standard - Farm to Market,2025-08-12 08:00:00,0x44271a4e581dbd1e205dceda1b5f95e72087c6d5,21
TX-00159,P00159,https://agrismart.vn/trace/P00159,Standard - Farm to Market,2025-11-06 14:00:00,0x53313a6739ca9febc201ebfcb8c076616692b606,24
TX-00160,P00160,https://agrismart.vn/trace/P00160,Full - Seed to Table,2025-07-18 09:00:00,0xa3bea2875389d74d126763bf9efe9bc5d95c1161,19
TX-00161,P00161,https://agrismart.vn/trace/P00161,Full - Seed to Table,2025-10-08 16:00:00,0x32111a8944a36cb704a449e6e89b4dc83fb91530,13
TX-00162,P00162,https://agrismart.vn/trace/P00162,Full - Seed to Table,2025-11-11 15:00:00,0xfa4dcdc65b71e65cdc0fda6e2d4dfe01f749aa03,16
TX-00164,P00164,https://agrismart.vn/trace/P00164,Full - Seed to Table,2025-02-13 16:00:00,0x67308d7d169737bc3a311445bf952cf4f3ff208f,15
TX-00165,P00165,https://agrismart.vn/trace/P00165,Full - Seed to Table,2025-03-15 08:00:00,0x3073e21a9cf74e61a14260ea3968f0e295fd7a79,21
TX-00166,P00166,https://agrismart.vn/trace/P00166,Standard - Farm to Market,2025-05-27 15:00:00,0x7477e90ce17b236574ca4b57f692efd413e8d4ca,20
TX-00168,P00168,https://agrismart.vn/trace/P00168,Standard - Farm to Market,2025-03-10 09:00:00,0x2eb444a157a15e6f8a0b581a65cf1c977a30d410,15
TX-00169,P00169,https://agrismart.vn/trace/P00169,Standard - Farm to Market,2025-02-02 15:00:00,0xcaa8cc5d23fbfeaf8b13a5ae7a91a07a23bb25c3,23
TX-00170,P00170,https://agrismart.vn/trace/P00170,Standard - Farm to Market,2025-07-20 08:00:00,0x1219a31260a89f69462dd3e9485d1cdc3778308b,24
TX-00171,P00171,https://agrismart.vn/trace/P00171,Full - Seed to Table,2025-10-22 15:00:00,0xb156df1f8db7947de5c78c2f912638740e574366,19
TX-00172,P00172,https://agrismart.vn/trace/P00172,Standard - Farm to Market,2025-03-17 16:00:00,0x977386af9b54940dc24aaff005a6910d80e7930a,22
TX-00173,P00173,https://agrismart.vn/trace/P00173,Full - Seed to Table,2025-11-27 11:00:00,0xc54adf6c17c5901d98942c1dec0a6939c3831af0,16
TX-00174,P00174,https://agrismart.vn/trace/P00174,Standard - Farm to Market,2025-10-17 16:00:00,0x8e13ef01964451f6ac04eedf5b67fbf5d6906de5,19
TX-00175,P00175,https://agrismart.vn/trace/P00175,Full - Seed to Table,2025-01-24 09:00:00,0x4614cdb7d52ec23d9cc355403df6412d1cdb6503,12
TX-00176,P00176,https://agrismart.vn/trace/P00176,Standard - Farm to Market,2025-12-15 08:00:00,0x0815039e2d8acfcf4332ef2e373c97844fe9b1ba,18
TX-00178,P00178,https://agrismart.vn/trace/P00178,Standard - Farm to Market,2025-01-01 08:00:00,0x68f840a1fe8cb544547392fe84c825346b459e23,22
TX-00179,P00179,https://agrismart.vn/trace/P00179,Full - Seed to Table,2025-03-01 16:00:00,0x2e68ca95955ab43707b94f411167aa27130c9584,17
TX-00180,P00180,https://agrismart.vn/trace/P00180,Full - Seed to Table,2025-07-14 11:00:00,0x9485c262bb49c07c35f56cbca8678c4bee846c56,14
TX-00181,P00181,https://agrismart.vn/trace/P00181,Standard - Farm to Market,2025-07-13 11:00:00,0x0c1a4418d1e13d2733c20927a77ad10e9d9fc897,13
TX-00182,P00182,https://agrismart.vn/trace/P00182,Standard - Farm to Market,2025-03-24 09:00:00,0xdabdb71a451f5670152487a0ba99dc048ecc9a10,18
TX-00183,P00183,https://agrismart.vn/trace/P00183,Standard - Farm to Market,2025-10-15 15:00:00,0x9f05b524be3b68ff1a7b8a3d96104a488aa07e87,15
TX-00184,P00184,https://agrismart.vn/trace/P00184,Full - Seed to Table,2025-08-04 08:00:00,0xdbbe5e01eff0f5a8ce03b0fba3cefefa1c3f1e99,14
TX-00186,P00186,https://agrismart.vn/trace/P00186,Standard - Farm to Market,2025-01-13 14:00:00,0xeac69f626c82c7808ad5b87678541633a2f7ac6d,14
TX-00187,P00187,https://agrismart.vn/trace/P00187,Full - Seed to Table,2025-05-28 11:00:00,0x98962cfe4fc97ef9fdf6a280d0e6e105d361aa4e,24
TX-00188,P00188,https://agrismart.vn/trace/P00188,Standard - Farm to Market,2025-09-28 08:00:00,0x4934810d88a341defeacaf6be18fecaec4e458c5,16
TX-00190,P00190,https://agrismart.vn/trace/P00190,Full - Seed to Table,2025-04-14 09:00:00,0x05865ce2ac7a2857e277a780e2b763c1ba003233,19
TX-00192,P00192,https://agrismart.vn/trace/P00192,Full - Seed to Table,2025-08-28 11:00:00,0x35631bc8abde642b162e585dab6c951a5a3d7a76,23
TX-00193,P00193,https://agrismart.vn/trace/P00193,Standard - Farm to Market,2025-07-03 13:00:00,0x146d6c8921653510ab2c1ae636eacb4646bba86d,16
TX-00194,P00194,https://agrismart.vn/trace/P00194,Standard - Farm to Market,2025-05-05 10:00:00,0x7ab9dd0e5b9b9b10bdd22fce6af8c643b058f12f,24
TX-00195,P00195,https://agrismart.vn/trace/P00195,Full - Seed to Table,2025-07-19 08:00:00,0x447832382a9a9c67a87b43e50574730ef4b41f15,20
TX-00196,P00196,https://agrismart.vn/trace/P00196,Full - Seed to Table,2025-12-12 16:00:00,0xb2c5ece6ed13cfa1c90827b1883f9ea6f8191c41,16
TX-00197,P00197,https://agrismart.vn/trace/P00197,Standard - Farm to Market,2025-07-05 13:00:00,0xa6939a1df2510e9bb4af71899b883bae8af1c218,20
TX-00198,P00198,https://agrismart.vn/trace/P00198,Full - Seed to Table,2025-10-25 16:00:00,0x8f777453288034ca287ca30edc0f40925844d4b8,15
TX-00200,P00200,https://agrismart.vn/trace/P00200,Full - Seed to Table,2025-03-13 12:00:00,0xceb90bd015ea0df078585f8bd38ef2c9a0d1cc5f,23
TX-00201,P00201,https://agrismart.vn/trace/P00201,Standard - Farm to Market,2025-02-23 10:00:00,0x2ad4f2c97deaf4cdd3bbbb762d2087a1c978d57b,23
TX-00202,P00202,https://agrismart.vn/trace/P00202,Full - Seed to Table,2025-05-07 15:00:00,0x00abba7f8b46a41729c1d95d1ea281e2839f0607,21
TX-00203,P00203,https://agrismart.vn/trace/P00203,Full - Seed to Table,2025-06-03 11:00:00,0x8ae808df0f31fc08f526755cc7000e2c5ee102d5,23
TX-00204,P00204,https://agrismart.vn/trace/P00204,Standard - Farm to Market,2025-12-08 12:00:00,0x73e3ab0179f231681d443ceb7c1a3c325a9c080a,16
TX-00205,P00205,https://agrismart.vn/trace/P00205,Full - Seed to Table,2025-08-01 11:00:00,0x09b6b35ca68c7990fb0bcfa374a9af085f5394ad,24
TX-00206,P00206,https://agrismart.vn/trace/P00206,Full - Seed to Table,2025-11-28 15:00:00,0x0ea61d4bdd721b673a768b6825ce5ce819b2908f,22
TX-00207,P00207,https://agrismart.vn/trace/P00207,Standard - Farm to Market,2025-10-06 12:00:00,0xa740f4ddd1f19844eaa48cb3520df73656365a92,15
TX-00208,P00208,https://agrismart.vn/trace/P00208,Standard - Farm to Market,2025-07-20 12:00:00,0x547d20472bbf82d8fc19f696d3b90950706653bc,15
TX-00209,P00209,https://agrismart.vn/trace/P00209,Standard - Farm to Market,2025-01-27 12:00:00,0x0401a1d7c4dbabd317b5a98be439bfa73a8662e6,16
